Train,Process Stream,system,Equipment ID,function,parameter,Value,General Location,Location,Maximo ID
,downstream,portable tanks,T-4091,Level Transmitter,Max.,200,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Level Transmitter,Min.,0,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Level Transmitter,Vendor Accurary,±3 mm,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Temperature Transmitter,Calibration DS,120852,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Temperature Transmitter,Calibration Tolerance,±4.0 °C,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Temperature Transmitter,Manufacturer/ Model,ASHCROFT/ 30EL60E40,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Temperature Transmitter,Max.,120  °C,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Temperature Transmitter,Min.,-20,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Temperature Transmitter,Vendor Accurary,1% of full-span,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,pH Transmitter,Calibration DS,,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,pH Transmitter,Calibration Tolerance,No PMCAL,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,pH Transmitter,Manufacturer/ Model,"ROSEMOUNT /
1055-01-10-22-31",FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,pH Transmitter,Max.,,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,pH Transmitter,Min.,,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,pH Transmitter,Vendor Accurary,,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Vessel,CIP capable,Y,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Vessel,Manufacturer,DCI,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Vessel,Nominal volume,200,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Vessel,SIP capable,Y,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Vessel,Sample With low shot sample device,Y,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Vessel,Spray device,1 spray ball,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Vessel Volume (L),Capacity volume,225,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Vessel Volume (L),Maximum working volume**,185,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Vessel Volume (L),Minimum working volume*,40,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Vessel Volume (L),Sample valve volume,50,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091,Vessel Volume (L),With low shot sample device,Y,FR003750,FR0037505,627088
,downstream,portable tanks,T-4091.1,Vessel Demension,"Tank Inner Diameter ("")",,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel Demension,"Tank Outer Diameter("")",,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel Demension,"Tank Straight wall height ("")",,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel Demension,"Total height from floor ("")",,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vent Filter,Size,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vent Filter,Type,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vent Filter,Vendor,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel Impeller,Calibration DS,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel Impeller,Critical Range (rpm),,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel Impeller,Critical Speed (rpm),,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel Impeller,Fixed or Adjustable,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel Impeller,Impeller speed range P&ID,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel Impeller,Position (bottom or top mounted),,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel Impeller,Power,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel Impeller,Type,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Pressure Indicator,Calibration Tolerance,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Pressure Indicator,Manufacturer,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Pressure Indicator,Max.,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Pressure Indicator,Min.,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Pressure Indicator,Vendor Accurary,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel Sample With low shot sample device,,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Conductivity Transmitter,Calibration DS,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Conductivity Transmitter,Calibration Tolerance,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Conductivity Transmitter,Manufacturer/ Model,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Conductivity Transmitter,Max.,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Conductivity Transmitter,Min.,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Conductivity Transmitter,Vendor Accurary,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Level Transmitter,"Calibration
Adjustmnt Tolerance",,,FR00375018,3
,downstream,portable tanks,T-4091.1,Level Transmitter,"Calibration
Process Tolerance",,,FR00375018,3
,downstream,portable tanks,T-4091.1,Level Transmitter,Calibration DS,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Level Transmitter,Manufacturer/ Model,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Level Transmitter,Max.,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Level Transmitter,Min.,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Level Transmitter,Vendor Accurary,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Temperature Transmitter,Calibration DS,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Temperature Transmitter,Calibration Tolerance,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Temperature Transmitter,Manufacturer/ Model,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Temperature Transmitter,Max.,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Temperature Transmitter,Min.,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Temperature Transmitter,Vendor Accurary,,,FR00375018,3
,downstream,portable tanks,T-4091.1,pH Transmitter,Calibration DS,,,FR00375018,3
,downstream,portable tanks,T-4091.1,pH Transmitter,Calibration Tolerance,,,FR00375018,3
,downstream,portable tanks,T-4091.1,pH Transmitter,Manufacturer/ Model,,,FR00375018,3
,downstream,portable tanks,T-4091.1,pH Transmitter,Max.,,,FR00375018,3
,downstream,portable tanks,T-4091.1,pH Transmitter,Min.,,,FR00375018,3
,downstream,portable tanks,T-4091.1,pH Transmitter,Vendor Accurary,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel,CIP capable,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel,Manufacturer,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel,Nominal volume,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel,SIP capable,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel,Sample With low shot sample device,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel,Spray device,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel Volume (L),Capacity volume,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel Volume (L),Maximum working volume**,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel Volume (L),Minimum working volume*,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel Volume (L),Sample valve volume,,,FR00375018,3
,downstream,portable tanks,T-4091.1,Vessel Volume (L),With low shot sample device,,,FR00375018,3
,downstream,portable tanks,T-8010,Vessel Demension,"Tank Inner Diameter ("")",32,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel Demension,"Tank Outer Diameter("")",36.75,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel Demension,"Tank Straight wall height ("")",33.75,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel Demension,"Total height from floor ("")",67.625,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vent Filter,Size,5,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vent Filter,Type,"In Line cartridge, Type 7",FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vent Filter,Vendor,"Millipore, Pall",FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel Impeller,Calibration DS,126048,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel Impeller,Critical Range (rpm),,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel Impeller,Critical Speed (rpm),,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel Impeller,Fixed or Adjustable,fixed,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel Impeller,Impeller speed range P&ID,0-1500 RPM,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel Impeller,Position (bottom or top mounted),bottom mounted off-center,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel Impeller,Power,"1/2 HP, 208-230/460V, 3phase",FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel Impeller,Type,Lightnin Mixers /MB1410H37,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Pressure Indicator,Calibration Tolerance,No PMCAL,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Pressure Indicator,Manufacturer,ASHCROFT / 35-1032-SL-15L-30IMV 60 -XNM,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Pressure Indicator,Max.,,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Pressure Indicator,Min.,,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Pressure Indicator,Vendor Accurary,,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel Sample With low shot sample device,,,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Conductivity Transmitter,Calibration DS,,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Conductivity Transmitter,Calibration Tolerance,,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Conductivity Transmitter,Manufacturer/ Model,No Cond.,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Conductivity Transmitter,Max.,,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Conductivity Transmitter,Min.,,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Conductivity Transmitter,Vendor Accurary,,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Level Transmitter,"Calibration
Adjustmnt Tolerance",±2.40,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Level Transmitter,"Calibration
Process Tolerance",±5.00,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Level Transmitter,Calibration DS,123739,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Level Transmitter,Manufacturer/ Model,VEGA / FLEX 61,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Level Transmitter,Max.,500,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Level Transmitter,Min.,0,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Level Transmitter,Vendor Accurary,±1.8L,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Temperature Transmitter,Calibration DS,,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Temperature Transmitter,Calibration Tolerance,No PMCAL,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Temperature Transmitter,Manufacturer/ Model,"ASHCROFT / 
30EL60E40",FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Temperature Transmitter,Max.,,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Temperature Transmitter,Min.,,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Temperature Transmitter,Vendor Accurary,,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,pH Transmitter,Calibration DS,,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,pH Transmitter,Calibration Tolerance,,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,pH Transmitter,Manufacturer/ Model,No pH,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,pH Transmitter,Max.,,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,pH Transmitter,Min.,,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,pH Transmitter,Vendor Accurary,,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel,CIP capable,Y,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel,Manufacturer,DCI,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel,Nominal volume,500,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel,SIP capable,Y,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel,Sample With low shot sample device,N,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel,Spray device,2 spray balls,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel Volume (L),Capacity volume,501,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel Volume (L),Maximum working volume**,500,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel Volume (L),Minimum working volume*,35,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel Volume (L),Sample valve volume,110,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010,Vessel Volume (L),With low shot sample device,N,FR003750,FR0037506,627090
,downstream,portable tanks,T-8010.1,Vessel Demension,"Tank Inner Diameter ("")",T-2040,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel Demension,"Tank Outer Diameter("")",T-2045,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel Demension,"Tank Straight wall height ("")",T-2545,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel Demension,"Total height from floor ("")",T-2520,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vent Filter,Size,T-3030,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vent Filter,Type,T-2530,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vent Filter,Vendor,T-2525,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel Impeller,Calibration DS,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel Impeller,Critical Range (rpm),,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel Impeller,Critical Speed (rpm),,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel Impeller,Fixed or Adjustable,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel Impeller,Impeller speed range P&ID,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel Impeller,Position (bottom or top mounted),,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel Impeller,Power,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel Impeller,Type,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Pressure Indicator,Calibration Tolerance,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Pressure Indicator,Manufacturer,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Pressure Indicator,Max.,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Pressure Indicator,Min.,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Pressure Indicator,Vendor Accurary,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel Sample With low shot sample device,,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Conductivity Transmitter,Calibration DS,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Conductivity Transmitter,Calibration Tolerance,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Conductivity Transmitter,Manufacturer/ Model,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Conductivity Transmitter,Max.,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Conductivity Transmitter,Min.,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Conductivity Transmitter,Vendor Accurary,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Level Transmitter,"Calibration
Adjustmnt Tolerance",,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Level Transmitter,"Calibration
Process Tolerance",,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Level Transmitter,Calibration DS,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Level Transmitter,Manufacturer/ Model,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Level Transmitter,Max.,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Level Transmitter,Min.,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Level Transmitter,Vendor Accurary,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Temperature Transmitter,Calibration DS,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Temperature Transmitter,Calibration Tolerance,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Temperature Transmitter,Manufacturer/ Model,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Temperature Transmitter,Max.,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Temperature Transmitter,Min.,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Temperature Transmitter,Vendor Accurary,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,pH Transmitter,Calibration DS,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,pH Transmitter,Calibration Tolerance,T-80106,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,pH Transmitter,Manufacturer/ Model,T-3530,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,pH Transmitter,Max.,T-4090,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,pH Transmitter,Min.,T-4091,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,pH Transmitter,Vendor Accurary,T-3050,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel,CIP capable,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel,Manufacturer,T-3075,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel,Nominal volume,T-3076,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel,SIP capable,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel,Sample With low shot sample device,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel,Spray device,,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel Volume (L),Capacity volume,T-3085,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel Volume (L),Maximum working volume**,T-2020,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel Volume (L),Minimum working volume*,T-3086,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel Volume (L),Sample valve volume,T-2025,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8010.1,Vessel Volume (L),With low shot sample device,T-2030,T-8020,T-3060,T-8010
,downstream,portable tanks,T-8020,Vessel Demension,"Tank Inner Diameter ("")",32,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel Demension,"Tank Outer Diameter("")",36.75,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel Demension,"Tank Straight wall height ("")",33.75,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel Demension,"Total height from floor ("")",67.625,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vent Filter,Size,5,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vent Filter,Type,"In Line cartridge, Type 7",FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vent Filter,Vendor,"Millipore, Pall",FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel Impeller,Calibration DS,126048,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel Impeller,Critical Range (rpm),,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel Impeller,Critical Speed (rpm),,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel Impeller,Fixed or Adjustable,fixed,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel Impeller,Impeller speed range P&ID,0-1500 RPM,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel Impeller,Position (bottom or top mounted),bottom mounted off-center,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel Impeller,Power,"1/2 HP, 208-230/460V, 3phase",FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel Impeller,Type,Lightnin Mixers /MB1410H37,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Pressure Indicator,Calibration Tolerance,No PMCAL,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Pressure Indicator,Manufacturer,ASHCROFT / 35-1032-SL-15L-30IMV 60 -XNM,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Pressure Indicator,Max.,,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Pressure Indicator,Min.,,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Pressure Indicator,Vendor Accurary,,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel Sample With low shot sample device,,,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Conductivity Transmitter,Calibration DS,,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Conductivity Transmitter,Calibration Tolerance,,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Conductivity Transmitter,Manufacturer/ Model,No Cond.,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Conductivity Transmitter,Max.,,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Conductivity Transmitter,Min.,,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Conductivity Transmitter,Vendor Accurary,,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Level Transmitter,"Calibration
Adjustmnt Tolerance",±2.40,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Level Transmitter,"Calibration
Process Tolerance",±5.00,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Level Transmitter,Calibration DS,123739,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Level Transmitter,Manufacturer/ Model,VEGA / FLEX 61,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Level Transmitter,Max.,500,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Level Transmitter,Min.,0,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Level Transmitter,Vendor Accurary,±1.8L,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Temperature Transmitter,Calibration DS,,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Temperature Transmitter,Calibration Tolerance,No PMCAL,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Temperature Transmitter,Manufacturer/ Model,"ASHCROFT / 
30EL60E40",FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Temperature Transmitter,Max.,,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Temperature Transmitter,Min.,,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Temperature Transmitter,Vendor Accurary,,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,pH Transmitter,Calibration DS,,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,pH Transmitter,Calibration Tolerance,,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,pH Transmitter,Manufacturer/ Model,No pH,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,pH Transmitter,Max.,,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,pH Transmitter,Min.,,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,pH Transmitter,Vendor Accurary,,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel,CIP capable,Y,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel,Manufacturer,DCI,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel,Nominal volume,500,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel,SIP capable,Y,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel,Sample With low shot sample device,N,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel,Spray device,2 spray balls,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel Volume (L),Capacity volume,501,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel Volume (L),Maximum working volume**,500,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel Volume (L),Minimum working volume*,35,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel Volume (L),Sample valve volume,110,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020,Vessel Volume (L),With low shot sample device,N,FR003750,FR0037507,627093
,downstream,portable tanks,T-8020.1,Vessel Demension,"Tank Inner Diameter ("")",15,7,11,6
,downstream,portable tanks,T-8020.1,Vessel Demension,"Tank Outer Diameter("")",20,7,11,6
,downstream,portable tanks,T-8020.1,Vessel Demension,"Tank Straight wall height ("")",21,7,11,6
,downstream,portable tanks,T-8020.1,Vessel Demension,"Total height from floor ("")",16,7,11,6
,downstream,portable tanks,T-8020.1,Vent Filter,Size,3,7,11,6
,downstream,portable tanks,T-8020.1,Vent Filter,Type,18,7,11,6
,downstream,portable tanks,T-8020.1,Vent Filter,Vendor,17,7,11,6
,downstream,portable tanks,T-8020.1,Vessel Impeller,Calibration DS,,7,11,6
,downstream,portable tanks,T-8020.1,Vessel Impeller,Critical Range (rpm),,7,11,6
,downstream,portable tanks,T-8020.1,Vessel Impeller,Critical Speed (rpm),,7,11,6
,downstream,portable tanks,T-8020.1,Vessel Impeller,Fixed or Adjustable,,7,11,6
,downstream,portable tanks,T-8020.1,Vessel Impeller,Impeller speed range P&ID,,7,11,6
,downstream,portable tanks,T-8020.1,Vessel Impeller,Position (bottom or top mounted),,7,11,6
,downstream,portable tanks,T-8020.1,Vessel Impeller,Power,,7,11,6
,downstream,portable tanks,T-8020.1,Vessel Impeller,Type,,7,11,6
,downstream,portable tanks,T-8020.1,Pressure Indicator,Calibration Tolerance,,7,11,6
,downstream,portable tanks,T-8020.1,Pressure Indicator,Manufacturer,,7,11,6
,downstream,portable tanks,T-8020.1,Pressure Indicator,Max.,,7,11,6
,downstream,portable tanks,T-8020.1,Pressure Indicator,Min.,,7,11,6
,downstream,portable tanks,T-8020.1,Pressure Indicator,Vendor Accurary,,7,11,6
,downstream,portable tanks,T-8020.1,Vessel Sample With low shot sample device,,,7,11,6
,downstream,portable tanks,T-8020.1,Conductivity Transmitter,Calibration DS,,7,11,6
,downstream,portable tanks,T-8020.1,Conductivity Transmitter,Calibration Tolerance,,7,11,6
,downstream,portable tanks,T-8020.1,Conductivity Transmitter,Manufacturer/ Model,,7,11,6
,downstream,portable tanks,T-8020.1,Conductivity Transmitter,Max.,,7,11,6
,downstream,portable tanks,T-8020.1,Conductivity Transmitter,Min.,,7,11,6
,downstream,portable tanks,T-8020.1,Conductivity Transmitter,Vendor Accurary,,7,11,6
,downstream,portable tanks,T-8020.1,Level Transmitter,"Calibration
Adjustmnt Tolerance",,7,11,6
,downstream,portable tanks,T-8020.1,Level Transmitter,"Calibration
Process Tolerance",,7,11,6
,downstream,portable tanks,T-8020.1,Level Transmitter,Calibration DS,,7,11,6
